Title,Link,Occupation,Company,Company Web,Company Location,Specs
IT Sales Representative,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/sapn33l9jzwb-it-sales%20representative-cls-learning-solutions-cairo-egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/CLS-Learning-Solutions-Egypt-31930,Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · Business Development · Sales/Retail · Sales Target · Sales · sales skills · Career Advising · Sales Training · business · Communication · Communication skills
Information Technology Manager,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/jck6aynlgxid-information-technology-manager-cairo-egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",,Full TimeOn-siteManager · 10 - 15 Yrs of Exp · IT/Software Development · Computer Engineering · Computer Science · networks · Information Technology (IT) · Computer Hardware · Software
Enterprise System Implementation Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/fkmf5jaelaqq-enterprise-system-implementation-specialist-elsaba-autoservice-cairo-egypt,Full TimeOn-site,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Elsaba-Group-Egypt-13066,Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · ERP · Implementation · Information Technology (IT) · Software · Computer Science
IT Services Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/76vwotxwtkzc-it-services-engineer-smart-technology-solutions-cairo-egypt,Full TimeOn-site,"Sheraton, Cairo, Egypt ","Sheraton, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Smart-Technology-Solutions-Egypt-101834,Full TimeOn-siteExperienced · 5+ Yrs of Exp · IT/Software Development · IT Support · Communication skills · Information Technology (IT) · IT · Network Administration · Azure · Active Directory · Computer Science · IT infrastructure management
IT Operations Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/5luin8zuzq2j-it-operations-engineer-imtenan-health-shop-cairo-egypt,Full TimeOn-site,"Obour City, Cairo, Egypt ","Obour City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Imtenan-health-shop-Egypt-3729,Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · CCNA · MCSE · IT · Information Technology (IT) · Communication skills · Computer Science · Technical Support
Design Engineer - Oman,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/t9wgtpllme9d-design-engineer-oman-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",,Full TimeOn-siteExperienced · 10+ Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · Design · Civil Engineering · CAD · design engineer · CAD Software · Computer Science · engineer · Engineering
IT Supervisor,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/98yq1pyi2vco-it-supervisor-safety-point-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/-66375,Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Hardware · Information Technology (IT) · Software · IT · ERP · Technical Support
SEO Expert,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/zzfkda4v6pyp-seo-expert-marketing-plus-dubai-united-arab-emirates,Full TimePart TimeFreelance / ProjectRemote,"Dubai, United Arab Emirates ","Dubai, United Arab Emirates ",https://wuzzuf.net/jobs/careers/marketing-plus-united-arab-emirates-128389,Full TimePart TimeFreelance / ProjectRemoteEntry Level · 1 - 3 Yrs of Exp · Marketing/PR/Advertising · digital marketing · Google Analytics · SEO · Computer Science · Google search console · CSS · google · HTML · JavaScript
Oracle Database Administrator,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/i4dexvhm2am4-oracle-database-administrator-egabi-fsi-cairo-egypt,Full TimeOn-site,"Sheraton, Cairo, Egypt ","Sheraton, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/egabi-solution-Egypt-2056,Full TimeOn-siteExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Administration · Computer Science · database administration · Database · Information Technology (IT) · Oracle · OCP · OCA
Intern Engineer,https://wuzzuf.nethttps://wuzzuf.net/internship/zn794314ddbb-intern-engineer-easy-life-technologies-cairo-egypt,InternshipOn-site,"New Cairo, Cairo, Egypt ","New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Easy-Life-Technologies-Egypt-11109,InternshipOn-siteStudent · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · CAD · Software Engineering · Electrical · Communication skills · Information Technology (IT) · Pre-Sales
React Native (Expo) Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/faxutaxtoqqs-react-native-expo-developer-eltarek-group-alexandria-egypt,Freelance / ProjectRemote,"Alexandria, Egypt ","Alexandria, Egypt ",https://wuzzuf.net/jobs/careers/ElTarek-Automotive-Egypt-49065,Freelance / ProjectRemoteExperienced · 2 - 3 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · APIs · Computer Science · Git · Engineering · Software Engineering · Information Technology (IT) · Native
Web Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/vzdmfjoscmxb-web-developer-m2a-facility-management-gmbh-bremen-germany,Full TimePart TimeRemote,"Bremen, Germany ","Bremen, Germany ",https://wuzzuf.net/jobs/careers/m2a-facility-management-gmbh-germany-129037,Full TimePart TimeRemoteExperienced · 3 - 20 Yrs of Exp · IT/Software Development · Education/Teaching · Programming · Information Technology (IT) · Software Development · Web Development · .Net · ASP.Net · Computer Science · Development
Senior Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/eporiks48i3k-senior-engineer-xceed-contact-center-cairo-egypt,Full TimeOn-site,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/XCEEDCC-Egypt-52679,Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Engineering - Telecom/Technology · Engineering - Other · Engineering · Information Technology (IT) · Computer Science · Software Development · Analytical Thinking · English
Senior PHP Developer (Laravel),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/3vjmejy6qcay-senior-php-developer-laravel-our-education-cairo-egypt,Full TimeOn-site,"Nasr City, Cairo, Egypt ","Nasr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Our-edu-Egypt-51211,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Computer Science · Laravel · HTML5 · CSS3 · MVC · Programming · javaScript
Windows Application Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/vzvypwgnvejl-windows-application-developer-finiex-soft-alexandria-egypt,Full TimeRemote,"Alexandria, Egypt ","Alexandria, Egypt ",https://wuzzuf.net/jobs/careers/FAAINEX-Saudi Arabia-94360,Full TimeRemoteExperienced · 3 - 5 Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Agile · Development · Programming · Software Engineering · Computer Science · Information Technology (IT) · Software Development
Head OF Accounting,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/lmbaqsxpb3g9-head-of-accounting-crevisoft-corporation-cairo-egypt,Full TimeOn-site,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/-40283,Full TimeOn-siteSenior Management · 7 - 12 Yrs of Exp · Accounting/Finance · Operations/Management · business · Finance · Financial Management · Odoo ERP · NetSuite · SAP · Accounting · Communication
QA Documentation Officer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/6rkqvsvwgz8h-qa-documentation-officer-apex-pharma-cairo-egypt,Full TimeOn-site,"Badr City, Cairo, Egypt ","Badr City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/APEX-Pharma-Egypt-26371,Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · R&D/Science · Quality · QA · GMP · quality · Quality Assurance · GDP · Pharmacy · Science · Communication skills
Senior Python AI Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/vab6snsugoi6-senior-python-ai-developer-vigtas-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/vigtas-egypt-128987,Full TimeOn-siteExperienced · 3 - 8 Yrs of Exp · IT/Software Development · AI · CI/CD · Python · Software Development · APIs · NLP · TensorFlow · Docker · Agile
IT Help Desk,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ptqiwquqkfey-it-help-desk-almosafer-giza-egypt,Full TimeOn-site,"Mohandessin, Giza, Egypt ","Mohandessin, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Almosafer-Egypt-19271,Full TimeOn-siteExperienced · 1 - 2 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information technology · Information Technology (IT) · Networking · IT · Installation · Help desk · Software
System Administrator Supervisor,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/anomviqfinfe-system-administrator-supervisor-rashideen-egypt-for-trade-cairo-egypt,Full TimeOn-site,"Katameya, Cairo, Egypt ","Katameya, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Rashideen-Egypt-for-Trade-Egypt-34677,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Administration · IT/Software Development · Engineering - Telecom/Technology · Communication · Computer Science · Engineering · Information Technology (IT) · network · networks · LAN
IT Helpdesk,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/fwynhb1efeve-it-helpdesk-upwyde-cairo-egypt,Full TimeOn-site,"New Cairo, Cairo, Egypt ","New Cairo, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Upwyde-Egypt-76587,Full TimeOn-siteExperienced · 1 - 2 Yrs of Exp · males_preferred · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · HelpDesk · IT Service Management · IT Helpdesk · Information technology · Information Technology (IT) · Computer Science
Frontend Developer (React),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/bef104ejdu8k-frontend-developer-react-nexus-analytica-cairo-egypt,Full TimeOn-site,"Shorouk City, Cairo, Egypt ","Shorouk City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Nexus-Analytica-Egypt-51435,Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Other · Computer Science · Engineering · React · Software Development
NPI (New Product Introduction) Engineer (R&D * BOM),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ujxyttahwk5s-npi-new-product-introduction-engineer-rd-bom-haier-electric-egypt-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Haier Electric Egypt-Egypt-97987,Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · R&D/Science · Manufacturing/Production · Quality · NPI · Engineering · Problem Solving · Financial Data Analysis · Time Management
Software Development Engineer (SDE) - Multinational Company,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/0sztnob0vw2q-software-development-engineer-sde-multinational-company-riseup-endemag-for-administrative-skills-development-cairo-egypt,Full TimeRemote,"Cairo, Egypt ","Cairo, Egypt ",https://wuzzuf.net/jobs/careers/RISEUP--Endemag-for-Administrative-Skills-Development--Egypt-51380,Full TimeRemoteExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Amazon AWS · Software Development · Software Engineering · React.js · Node.js · Typescript · JavaScript · Computer Science
ERP Technical Support Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/vtsfyqd4txla-erp-technical-support-specialist-giza-egypt,Full TimeHybrid,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",,Full TimeHybridExperienced · 4+ Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Customer Care · Customer Service · Customer Support · Support Specialist · Support · technical · Technical Support
Odoo Developer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/5kkbjroxtfro-odoo-developer-acs-logistic-company-alexandria-egypt,Full TimeOn-site,"Gomrok, Alexandria, Egypt ","Gomrok, Alexandria, Egypt ",https://wuzzuf.net/jobs/careers/ACS-logistic-company-Egypt-39231,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering · Computer Science · ERP · Information Technology (IT) · JavaScript · Odoo · PostgreSQL · Python · Software Engineering
Odoo Implementer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/kuo3qqq4slk4-odoo-implementer-sera-group-cairo-egypt,Full TimeOn-site,"Obour City, Cairo, Egypt ","Obour City, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/SERA-Mattress---Furniture--Egypt-18525,Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Odoo Implementer · Information Technology (IT) · ERP · Odoo · Odoo Modules · Computer Science
Process Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/rszcvtulcd73-process-engineer-fine-hygienic-holding-giza-egypt,Full TimeOn-site,"6th of October, Giza, Egypt ","6th of October, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Nuqul-Group---Fine-Egypt-Egypt-3071,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · R&D/Science · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering · Mechanical Engineering · Process · English · Manufacturing · Computer Skills · Manufacturing Process
metrologist & ESD specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/hgnw4ftultgw-metrologist-esd-specialist-haier-electric-egypt-sharqia-egypt,Full TimeOn-site,"10th of Ramadan City, Sharqia, Egypt ","10th of Ramadan City, Sharqia, Egypt ",https://wuzzuf.net/jobs/careers/Haier Electric Egypt-Egypt-97987,Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Manufacturing/Production · Quality · Engineering - Mechanical/Electrical · Accurate ESD Testing · ESD Protection Design · Component Characterization · Data Analysis · Problem Solving
IT Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/61x3o1blasey-it-specialist-aga-khan-cultural-services-egypt-akcs-e-cairo-egypt,Full TimeOn-site,"Darrasa, Cairo, Egypt ","Darrasa, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Aga-Khan-Cultural-services--Egypt--AKCS-E--Egypt-23935,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Administration · IT/Software Development · Technical Support · IT Specialist · IT · Computer Science
HR Specialist (HCM Implementation Specialist),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/q8ttu7hbmdjw-hr-specialist-hcm-implementation-specialist-ultimate-solutions-egypt-giza-egypt,Full TimeOn-site,"Sheikh Zayed, Giza, Egypt ","Sheikh Zayed, Giza, Egypt ",https://wuzzuf.net/jobs/careers/Ultimate-Solutions-Egypt-Egypt-20844,Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · Accounting/Finance · Human Resources · Training/Instructor · Benefits · Communication · Computer Science · Development · Human Resources · Human Resources (HR) · Labor
Junior IT Operations,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ykss3xl574i9-junior-it-operations-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Cloud · computer · Computer Science · Configuration · Engineering · Information Technology (IT) · Installation
System Administrator,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/zoy9myq4wmoz-system-administrator-cairo-egypt,Full TimeOn-site,"Cairo, Egypt ","Cairo, Egypt ",,Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Administrator · Computer Science · Engineering · Information Technology (IT) · system · System Administration · System administrator
Area Sales Manager (Experienced Non-Manger Position),https://wuzzuf.nethttps://wuzzuf.net/jobs/p/m1w2kbxptcmj-area-sales-manager-experienced-non-manger-position-sphinx-glass-cairo-egypt,Full TimeOn-site,"Maadi, Cairo, Egypt ","Maadi, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/SphinxGlass-10524,Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Business Development · Sales/Retail · Customer Service · Communication · English · Engineering · Negotiation · Presentation Skills · Sales Target · sales skills
Senior Data Center Ethernet Network Engineer,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/g/wrcqrg8qilws-senior-data-center-ethernet-network-engineer-nvidia-dubai-united-arab-emirates,Full Time,"Dubai, United Arab Emirates ","Dubai, United Arab Emirates ",https://wuzzuf.net/jobs/careers/nvidia-united-arab-emirates-128344,Full TimeExperienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · computer engineering · networking · linux · networks
Project Management Specialist,https://wuzzuf.nethttps://wuzzuf.net/jobs/p/osnhexwraklh-project-management-specialist-misr-elkheir-foundation-cairo-egypt,Full TimeOn-site,"Mokattam, Cairo, Egypt ","Mokattam, Cairo, Egypt ",https://wuzzuf.net/jobs/careers/Misr-Elkheir-Foundation-Egypt-7932,Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management · Management · Project Management · egineering · PMO · Engineering · Project · Data Analytics
